HPV_position,15361-CB-15-LabPrep_S16,15361-CB-7-LabPrep_S49,15361-CB-6-LabPrep_S48,15361-CB-18-LabPrep_S19,15361-CB-19-LabPrep_S20
822,12216,30878,4135,24939,1970
823,12223,30872,4133,24907,1971
824,12198,30839,4113,24853,1963
825,12139,30743,4092,24765,1949
826,12145,30792,4120,24798,1958
827,12097,30714,4091,24743,1936
828,12098,30705,4077,24729,1929
829,12117,30738,4095,24793,1924
830,12084,30674,4075,24721,1925
831,12119,30732,4087,24780,1921
832,12114,30757,4084,24813,1927
833,12082,30713,4067,24764,1930
834,12091,30770,4054,24787,1927
835,12104,30843,4059,24856,1931
836,12114,30883,4070,24934,1935
837,12123,30896,4078,24933,1941
838,12138,30899,4077,24938,1927
839,12121,30817,4076,24878,1926
840,12123,30807,4068,24866,1935
841,12069,30709,4061,24786,1924
842,12102,30775,4072,24827,1940
843,12108,30770,4050,24801,1937
844,12153,30835,4067,24879,1951
845,12138,30776,4053,24834,1952
846,12093,30746,4032,24755,1940
847,12072,30720,4024,24776,1948
848,12013,30685,4015,24727,1940
849,12043,30710,4015,24760,1937
850,11974,30616,4006,24676,1921
851,11958,30648,3997,24645,1915
852,11967,30645,3990,24654,1922
853,11908,30554,3980,24537,1898
854,11927,30572,3979,24531,1903
855,11907,30557,3967,24485,1893
856,11933,30575,3968,24480,1891
857,11941,30572,3949,24476,1875
858,11968,30648,3961,24526,1873
859,11970,30644,3963,24483,1877
860,11935,30630,3945,24432,1872
861,11908,30624,3934,24407,1876
862,11934,30672,3955,24447,1879
863,11936,30728,3956,24491,1879
864,11928,30762,3954,24505,1879
865,11875,30727,3949,24470,1878
866,11895,30752,3940,24510,1894
867,11809,30654,3903,24397,1887
868,11802,30664,3901,24386,1888
869,11839,30750,3911,24432,1891
870,11815,30691,3881,24361,1885
871,11799,30636,3875,24367,1873
872,11811,30651,3875,24387,1884
873,11843,30720,3892,24416,1893
874,11798,30651,3879,24372,1881
875,11852,30704,3920,24452,1899
876,11858,30738,3937,24494,1896
877,11838,30694,3928,24485,1883
878,11843,30692,3939,24446,1880
879,11801,30660,3921,24440,1875
880,11773,30633,3906,24430,1865
881,11723,30591,3889,24376,1854
882,11732,30634,3893,24374,1857
883,11781,30743,3909,24437,1869
884,11766,30708,3902,24369,1855
885,11787,30738,3915,24383,1855
886,11795,30762,3915,24407,1856
887,11848,30858,3934,24457,1860
888,11832,30851,3913,24387,1855
889,11764,30766,3898,24274,1850
890,11801,30821,3896,24363,1866
891,11787,30760,3886,24328,1863
892,11796,30819,3891,24379,1865
893,11820,30826,3893,24397,1866
894,11798,30799,3892,24364,1859
895,11791,30713,3887,24320,1859
896,11772,30639,3887,24281,1850
897,11770,30617,3876,24250,1851
898,11797,30656,3882,24265,1857
899,11823,30673,3885,24281,1864
900,11835,30704,3903,24333,1863
901,11804,30692,3898,24337,1864
902,11774,30643,3877,24271,1862
903,11721,30579,3873,24226,1857
904,11690,30520,3871,24177,1856
905,11677,30506,3870,24178,1859
906,11696,30553,3895,24183,1865
907,11676,30510,3880,24130,1855
908,11652,30489,3874,24131,1848
909,11603,30405,3861,24064,1841
910,11580,30388,3861,24073,1845
911,11618,30449,3861,24109,1855
912,11562,30409,3848,24037,1852
913,11497,30295,3821,23938,1834
914,11518,30332,3817,23987,1846
915,11483,30296,3798,23931,1836
916,11467,30243,3786,23895,1828
917,11421,30157,3753,23823,1806
918,11412,30135,3745,23815,1815
919,11375,30066,3722,23731,1813
920,11385,30053,3718,23734,1811
921,11384,30049,3705,23703,1811
922,11368,30050,3714,23691,1803
923,11393,30091,3724,23760,1808
924,11375,30051,3716,23697,1815
925,11360,30018,3727,23705,1817
926,11348,29991,3708,23667,1820
927,11328,29902,3680,23605,1810
928,11338,29923,3680,23615,1817
929,11304,29891,3679,23569,1808
930,11235,29773,3662,23470,1806
931,11271,29771,3653,23489,1794
932,11278,29797,3660,23557,1806
933,11293,29806,3662,23572,1815
934,11277,29825,3663,23560,1823
935,11301,29779,3657,23519,1818
936,11256,29739,3637,23452,1806
937,11303,29791,3647,23508,1818
938,11290,29723,3629,23472,1815
939,11216,29586,3614,23391,1801
940,11194,29603,3610,23390,1800
941,11040,29176,3555,23063,1789
942,11138,29447,3582,23276,1802
943,11098,29379,3567,23206,1790
944,11088,29407,3569,23220,1785
945,11075,29403,3558,23211,1787
946,11059,29374,3557,23159,1786
947,11072,29441,3565,23211,1794
948,11083,29480,3580,23238,1798
949,11099,29512,3582,23270,1792
950,11120,29556,3584,23338,1796
951,11082,29520,3593,23304,1795
952,11071,29511,3592,23295,1795
953,11053,29456,3589,23274,1793
954,11038,29358,3577,23214,1788
955,11066,29425,3567,23284,1795
956,11129,29515,3579,23374,1814
957,11117,29505,3580,23375,1817
958,11157,29576,3578,23416,1816
959,11171,29634,3573,23465,1830
960,11147,29550,3557,23400,1813
961,11139,29515,3554,23407,1813
962,11135,29471,3541,23400,1809
963,11178,29501,3542,23451,1820
964,11175,29482,3550,23479,1823
965,11195,29505,3557,23503,1828
966,11149,29449,3537,23440,1825
967,11160,29443,3545,23480,1825
968,11129,29396,3535,23434,1822
969,11110,29335,3529,23406,1819
970,11075,29293,3508,23394,1814
971,11130,29336,3508,23425,1826
972,11117,29349,3509,23410,1825
973,11086,29281,3503,23364,1831
974,11081,29320,3500,23402,1832
975,11091,29388,3528,23437,1833
976,11079,29337,3532,23416,1822
977,11087,29385,3558,23456,1829
978,11070,29341,3545,23434,1829
979,11033,29250,3541,23345,1821
980,11015,29236,3556,23344,1819
981,11001,29218,3558,23338,1819
982,10995,29187,3553,23324,1820
983,10971,29146,3552,23292,1817
984,10974,29148,3539,23312,1815
985,10940,29094,3549,23274,1820
986,10938,29126,3559,23305,1833
987,10955,29131,3545,23340,1838
988,10932,29067,3531,23327,1834
989,10937,29146,3542,23356,1834
990,10920,29100,3524,23314,1838
991,10936,29117,3522,23371,1834
992,10987,29210,3540,23459,1842
993,10976,29175,3529,23446,1840
994,10967,29159,3530,23460,1829
995,10964,29144,3526,23464,1828
996,10972,29132,3520,23443,1833
997,10973,29089,3509,23394,1830
998,10964,29146,3516,23425,1840
999,10944,29130,3512,23395,1839
1000,10937,29111,3522,23439,1840
1001,10890,29046,3503,23402,1832
1002,10848,29006,3497,23343,1834
1003,10803,28932,3498,23338,1833
1004,10802,28892,3506,23363,1843
1005,10777,28830,3503,23298,1834
1006,10815,28847,3502,23313,1835
1007,10831,28878,3506,23360,1852
1008,10812,28854,3510,23358,1858
1009,10817,28852,3500,23407,1857
1010,10833,28861,3508,23412,1855
1011,10801,28809,3498,23394,1848
1012,10784,28819,3510,23428,1839
1013,10763,28742,3510,23379,1853
1014,10726,28706,3504,23336,1851
1015,10767,28741,3523,23387,1859
1016,10758,28700,3526,23410,1855
1017,10744,28694,3529,23419,1853
1018,10766,28727,3532,23451,1865
1019,10796,28800,3548,23502,1871
1020,10803,28769,3555,23499,1877
1021,10780,28764,3560,23501,1874
1022,10771,28701,3541,23461,1870
1023,10726,28637,3523,23442,1864
1024,10773,28707,3529,23494,1867
1025,10774,28709,3520,23527,1870
1026,10771,28653,3514,23487,1869
1027,10775,28687,3510,23489,1877
1028,10807,28711,3527,23553,1881
1029,10821,28737,3524,23593,1884
1030,10803,28715,3519,23535,1880
1031,10817,28706,3521,23544,1884
1032,10780,28614,3498,23518,1873
1033,10813,28621,3500,23555,1876
1034,10826,28628,3500,23594,1884
1035,10825,28606,3490,23616,1879
1036,10788,28611,3492,23641,1877
1037,10799,28627,3494,23658,1869
1038,10836,28642,3490,23700,1877
1039,10849,28652,3501,23734,1876
1040,10869,28698,3512,23739,1876
1041,10891,28673,3514,23735,1873
1042,10928,28715,3512,23753,1869
1043,10888,28679,3514,23743,1865
1044,10863,28624,3508,23728,1864
1045,10855,28659,3507,23760,1862
1046,10856,28619,3519,23708,1862
1047,10870,28638,3538,23751,1867
1048,10869,28669,3526,23783,1867
1049,10879,28668,3537,23740,1865
1050,10852,28619,3539,23694,1871
1051,10884,28609,3537,23734,1869
1052,10876,28536,3512,23671,1862
1053,10875,28571,3534,23749,1855
1054,10895,28569,3533,23821,1853
1055,10884,28539,3508,23790,1851
1056,10863,28452,3488,23737,1840
1057,10887,28472,3514,23808,1840
1058,10876,28426,3525,23767,1833
1059,10868,28442,3526,23774,1831
1060,10871,28464,3542,23813,1829
1061,10895,28447,3538,23849,1826
1062,10918,28475,3547,23882,1828
1063,10937,28482,3543,23954,1833
1064,10930,28492,3550,23941,1828
1065,10933,28484,3550,23972,1824
1066,10961,28491,3549,24011,1829
1067,10920,28495,3562,24004,1827
1068,10924,28508,3562,24012,1831
1069,10916,28467,3555,24001,1824
1070,10919,28463,3557,24007,1824
1071,10914,28443,3554,24007,1823
1072,10897,28363,3555,23983,1821
1073,10857,28285,3545,23934,1812
1074,10849,28253,3532,23907,1812
1075,10839,28218,3523,23887,1813
1076,10813,28187,3520,23837,1799
1077,10808,28117,3508,23825,1804
1078,10791,28057,3517,23835,1809
1079,10844,28146,3539,23959,1826
1080,10846,28141,3540,23976,1828
1081,10876,28142,3552,23998,1829
1082,10888,28119,3555,24055,1824
1083,10846,28027,3557,24036,1820
1084,10822,27952,3550,23986,1820
1085,10786,27889,3542,23940,1808
1086,10807,27889,3538,23929,1815
1087,10790,27864,3527,23909,1820
1088,10773,27831,3530,23911,1822
1089,10799,27864,3532,24007,1820
1090,10769,27755,3530,23969,1805
1091,10752,27673,3522,23928,1802
1092,10682,27516,3498,23842,1786
1093,10688,27576,3503,23896,1795
1094,10644,27497,3474,23835,1784
1095,10673,27554,3479,23889,1790
1096,10675,27576,3489,23911,1792
1097,10661,27514,3474,23880,1786
1098,10728,27629,3499,24013,1795
1099,10706,27581,3506,23986,1795
1100,10696,27571,3509,23971,1791
1101,10712,27659,3524,24061,1800
1102,10648,27533,3511,23999,1797
1103,10637,27519,3508,24009,1798
1104,10630,27500,3506,23996,1786
1105,10606,27504,3499,24027,1794
1106,10622,27504,3512,24057,1792
1107,10605,27493,3513,24041,1798
1108,10591,27534,3509,24088,1800
1109,10577,27530,3529,24132,1798
1110,10555,27502,3523,24104,1801
1111,10553,27479,3536,24129,1803
1112,10489,27414,3517,24066,1792
1113,10474,27370,3502,24050,1790
1114,10463,27378,3501,24051,1792
1115,10433,27361,3496,24016,1785
1116,10422,27298,3482,23961,1775
1117,10434,27318,3488,24022,1777
1118,10445,27369,3486,24100,1783
1119,10473,27474,3507,24200,1800
1120,10479,27491,3505,24193,1797
1121,10434,27386,3494,24134,1786
1122,10415,27290,3492,24110,1783
1123,10461,27405,3516,24210,1790
1124,10479,27470,3524,24282,1790
1125,10465,27464,3528,24293,1789
1126,10438,27417,3511,24256,1778
1127,10434,27405,3492,24225,1772
1128,10440,27365,3481,24214,1760
1129,10463,27428,3478,24243,1764
1130,10449,27455,3480,24320,1770
1131,10418,27374,3482,24278,1766
1132,10394,27267,3457,24192,1764
1133,10417,27312,3451,24233,1761
1134,10423,27328,3463,24236,1767
1135,10429,27386,3468,24288,1772
1136,10413,27378,3461,24276,1768
1137,10417,27391,3466,24292,1775
1138,10408,27472,3467,24323,1784
1139,10404,27499,3476,24349,1776
1140,10394,27489,3484,24361,1769
1141,10376,27416,3478,24314,1765
1142,10410,27475,3486,24379,1770
1143,10403,27458,3488,24381,1765
1144,10365,27322,3454,24272,1761
1145,10386,27362,3463,24318,1759
1146,10398,27382,3469,24323,1756
1147,10389,27415,3480,24365,1778
1148,10411,27442,3484,24399,1773
1149,10484,27565,3492,24504,1773
1150,10450,27513,3484,24450,1772
1151,10447,27527,3499,24456,1769
1152,10419,27454,3473,24396,1764
1153,10465,27513,3477,24422,1775
1154,10498,27540,3482,24462,1779
1155,10463,27431,3479,24405,1770
1156,10503,27509,3489,24444,1776
1157,10498,27420,3476,24425,1766
1158,10514,27493,3491,24483,1774
1159,10489,27392,3476,24427,1768
1160,10519,27421,3481,24470,1774
1161,10522,27436,3490,24448,1775
1162,10488,27352,3472,24400,1764
1163,10504,27477,3490,24455,1771
1164,10515,27482,3485,24466,1768
1165,10492,27449,3465,24423,1765
1166,10497,27425,3457,24447,1773
1167,10488,27412,3451,24432,1771
1168,10490,27467,3442,24464,1776
1169,10487,27504,3449,24474,1784
1170,10479,27527,3452,24466,1784
1171,10474,27544,3452,24502,1785
1172,10453,27495,3442,24482,1777
1173,10435,27481,3449,24467,1767
1174,10444,27448,3459,24425,1765
1175,10440,27533,3470,24525,1770
1176,10439,27496,3460,24519,1763
1177,10474,27568,3466,24537,1764
1178,10490,27599,3465,24621,1774
1179,10501,27612,3460,24616,1776
1180,10510,27643,3479,24625,1780
1181,10526,27664,3490,24644,1778
1182,10499,27673,3498,24657,1778
1183,10470,27608,3498,24594,1776
1184,10573,27761,3537,24722,1783
1185,10562,27806,3534,24754,1778
1186,10549,27813,3539,24749,1781
1187,10581,27855,3542,24797,1786
1188,10560,27852,3535,24787,1779
1189,10528,27826,3524,24739,1783
1190,10575,27868,3548,24817,1792
1191,10646,27948,3567,24891,1804
1192,10644,27959,3589,24861,1822
1193,10608,27950,3574,24834,1813
1194,10592,27874,3566,24804,1808
1195,10630,27876,3569,24839,1810
1196,10704,27989,3604,24964,1833
1197,10686,28015,3608,24947,1840
1198,10711,28079,3633,25015,1855
1199,10693,28134,3636,25010,1854
1200,10696,28078,3636,24997,1855
1201,10716,28176,3647,25057,1857
1202,10709,28213,3647,25037,1863
1203,10783,28326,3684,25151,1880
1204,10795,28360,3694,25180,1879
1205,10840,28437,3712,25270,1882
1206,10899,28463,3730,25243,1898
1207,10912,28488,3733,25235,1899
1208,10974,28569,3745,25308,1906
1209,10972,28536,3731,25247,1904
1210,11011,28585,3753,25255,1905
1211,10967,28466,3714,25095,1897
1212,10975,28516,3715,25129,1886
1213,11019,28606,3729,25188,1894
1214,11023,28625,3745,25203,1887
1215,11082,28734,3777,25253,1901
1216,11119,28794,3777,25303,1905
1217,11162,28886,3794,25350,1913
1218,11221,29031,3816,25464,1925
1219,11250,29073,3823,25487,1936
1220,11261,29166,3839,25574,1953
1221,11231,29134,3848,25554,1944
1222,11214,29095,3851,25529,1933
1223,11289,29279,3877,25589,1940
1224,11341,29334,3904,25662,1942
1225,11381,29457,3941,25715,1945
1226,11414,29525,3965,25772,1958
1227,11469,29654,3977,25826,1966
1228,11532,29770,4009,25956,1979
1229,11540,29816,4006,25928,1968
1230,11518,29825,4010,25895,1964
1231,11542,29843,4018,25940,1967
1232,11561,29884,4037,25912,1967
1233,11634,30036,4063,26013,1988
1234,11637,30048,4058,26018,1991
1235,11647,30115,4060,26015,1998
1236,11686,30212,4087,26075,2003
1237,11695,30175,4107,26087,1993
1238,11715,30260,4117,26095,2010
1239,11743,30279,4131,26141,2004
1240,11787,30328,4149,26161,2020
1241,11833,30402,4161,26255,2023
1242,11898,30517,4182,26349,2042
1243,11932,30533,4201,26356,2041
1244,11987,30643,4227,26455,2067
1245,12019,30675,4227,26467,2071
1246,12086,30756,4255,26548,2085
1247,12063,30708,4249,26502,2083
1248,12153,30832,4267,26615,2094
1249,12185,30892,4269,26651,2099
1250,12226,30869,4271,26633,2091
1251,12243,30911,4282,26628,2095
1252,12298,30967,4303,26720,2108
1253,12327,30988,4292,26671,2098
1254,12355,30998,4283,26639,2085
1255,12363,31017,4284,26631,2091
1256,12365,31017,4276,26602,2091
1257,12427,31073,4290,26660,2098
1258,12479,31174,4322,26734,2106
1259,12536,31258,4343,26824,2125
1260,12569,31254,4357,26802,2124
1261,12568,31229,4369,26762,2115
1262,12627,31347,4382,26844,2131
1263,12641,31343,4391,26884,2131
1264,12682,31381,4408,26948,2143
1265,12702,31426,4422,26963,2136
1266,12755,31485,4430,27063,2144
1267,12759,31488,4429,27035,2138
1268,12809,31538,4448,27087,2152
1269,12823,31533,4433,27111,2153
1270,12813,31518,4436,27032,2148
1271,12883,31574,4452,27082,2153
1272,12845,31512,4442,27028,2142
1273,12858,31540,4454,27014,2148
1274,12911,31587,4479,27100,2163
1275,12914,31603,4480,27129,2170
1276,12976,31680,4506,27184,2178
1277,12964,31677,4518,27202,2181
1278,12968,31656,4527,27216,2186
1279,13033,31726,4533,27266,2192
1280,13008,31663,4542,27213,2188
1281,12995,31640,4538,27170,2188
1282,13013,31661,4539,27115,2187
1283,12990,31592,4528,27054,2177
1284,12992,31589,4519,27052,2169
1285,13020,31601,4529,27100,2175
1286,13052,31636,4541,27175,2183
1287,13051,31655,4536,27202,2180
1288,13004,31728,4572,27308,2188
1289,13027,31698,4574,27294,2173
1290,13062,31747,4601,27333,2180
1291,13066,31737,4600,27317,2185
1292,13058,31656,4596,27304,2175
1293,13131,31814,4624,27418,2192
1294,13117,31768,4624,27359,2188
1295,13105,31717,4622,27336,2190
1296,13132,31765,4644,27359,2185
1297,13193,31818,4674,27420,2197
1298,13199,31800,4680,27462,2195
1299,13185,31778,4668,27484,2193
1300,13316,31787,4670,27490,2192
1301,13377,31806,4666,27509,2197
1302,13401,31841,4686,27531,2202
1303,13390,31813,4692,27494,2195
1304,13388,31877,4704,27556,2187
1305,13437,31929,4723,27613,2187
1306,13453,31933,4735,27630,2184
1307,13425,31908,4728,27582,2196
1308,13411,31813,4716,27533,2182
1309,13374,31697,4714,27463,2181
1310,13362,31660,4737,27439,2182
1311,13430,31783,4754,27547,2188
1312,13453,31779,4752,27565,2196
1313,13480,31837,4759,27632,2202
1314,13484,31854,4777,27657,2207
1315,13503,31854,4770,27661,2196
1316,13548,31899,4771,27731,2203
1317,13544,31813,4766,27697,2193
1318,13514,31764,4772,27650,2182
1319,13504,31708,4770,27581,2179
1320,13513,31695,4772,27596,2168
1321,13492,31631,4759,27528,2170
1322,13487,31578,4742,27498,2175
1323,13452,31462,4737,27427,2171
1324,13452,31453,4716,27377,2179
1325,13398,31339,4705,27263,2176
1326,13404,31318,4708,27234,2179
1327,13368,31256,4703,27173,2183
1328,13304,31166,4687,27097,2173
1329,13338,31204,4708,27125,2176
1330,13310,31154,4704,27063,2174
1331,13285,31075,4692,26980,2165
1332,13309,31097,4708,26988,2173
1333,13313,31109,4712,26949,2170
1334,13306,31066,4699,26919,2169
1335,13267,30969,4684,26846,2156
1336,13263,30917,4667,26812,2158
1337,13275,30966,4680,26852,2168
1338,13249,30907,4668,26837,2151
1339,13194,30825,4642,26783,2146
1340,13185,30784,4647,26773,2148
1341,13173,30722,4635,26756,2158
1342,13122,30629,4609,26603,2152
1343,13128,30577,4624,26632,2159
1344,13129,30557,4615,26634,2159
1345,13071,30492,4593,26548,2152
1346,13056,30488,4574,26540,2142
1347,13029,30407,4553,26497,2130
1348,12991,30309,4525,26393,2126
1349,13002,30306,4530,26408,2127
1350,13012,30295,4537,26435,2124
1351,12962,30169,4520,26340,2120
1352,12958,30179,4516,26351,2117
1353,12947,30188,4520,26354,2121
1354,12945,30175,4518,26345,2121
1355,12861,30037,4482,26273,2114
1356,12799,29945,4466,26211,2111
1357,12719,29790,4432,26122,2107
1358,12687,29704,4433,26053,2110
1359,12672,29665,4430,26039,2102
1360,12642,29608,4405,26007,2106
1361,12603,29573,4404,25981,2104
1362,12610,29592,4389,25991,2100
1363,12569,29493,4371,25967,2095
1364,12571,29459,4374,25979,2095
1365,12627,29557,4387,26069,2119
1366,12605,29495,4374,26030,2102
1367,12580,29458,4371,26020,2094
1368,12568,29430,4356,26001,2089
1369,12545,29330,4352,25944,2084
1370,12536,29319,4359,25952,2079
1371,12475,29228,4327,25893,2072
1372,12449,29144,4308,25838,2069
1373,12442,29118,4300,25851,2074
1374,12464,29160,4301,25880,2081
