HPV_position,15361-CB-10-LabPrep_S11,15361-CB-11-LabPrep_S12,15361-CB-12-LabPrep_S13,15361-CB-13-LabPrep_S14,15361-CB-14-LabPrep_S15,15361-CB-15-LabPrep_S16,15361-CB-16-LabPrep_S17,15361-CB-17-LabPrep_S18,15361-CB-18-LabPrep_S19,15361-CB-19-LabPrep_S20,15361-CB-1-LabPrep_S10,15361-CB-20-LabPrep_S22,15361-CB-21-LabPrep_S23,15361-CB-23-LabPrep_S25,15361-CB-24-LabPrep_S26,15361-CB-26-LabPrep_S28,15361-CB-2-LabPrep_S21,15361-CB-30-LabPrep_S33,15361-CB-32-LabPrep_S34,15361-CB-34-LabPrep_S36,15361-CB-35-LabPrep_S37,15361-CB-38-LabPrep_S40,15361-CB-39-LabPrep_S41,15361-CB-3-LabPrep_S32,15361-CB-40-LabPrep_S43,15361-CB-42-LabPrep_S44,15361-CB-44-LabPrep_S46,15361-CB-4-LabPrep_S42,15361-CB-6-LabPrep_S48,15361-CB-7-LabPrep_S49,15361-CB-9-LabPrep_S51
150,37526,12050,29678,24294,29397,8781,11592,27268,25054,1505,13809,10093,138,18647,3918,258,37619,32,12456,6,4017,3284,17543,24854,0,14893,15013,492,3129,22877,9476
151,37657,12068,29769,24367,29496,8800,11587,27385,25152,1507,13845,10108,138,18684,3924,259,37707,32,12479,6,4021,3286,17586,24909,0,14944,15072,489,3135,22954,9497
152,37859,12126,29907,24471,29660,8841,11631,27532,25284,1514,13930,10133,140,18747,3943,255,37834,33,12528,6,4042,3294,17672,25039,0,15025,15150,489,3144,23103,9530
153,37963,12150,29978,24531,29776,8885,11655,27640,25356,1520,13971,10155,138,18777,3941,259,37889,32,12543,6,4058,3293,17759,25129,0,15038,15191,488,3152,23220,9524
154,37921,12119,29896,24451,29760,8852,11646,27643,25306,1518,13930,10132,138,18639,3932,260,37818,34,12497,6,4048,3284,17747,25103,0,15015,15174,487,3137,23205,9494
155,37977,12188,29974,24493,29847,8864,11685,27770,25400,1524,13952,10147,138,18699,3934,257,37857,34,12541,6,4042,3288,17828,25157,0,15072,15224,488,3152,23280,9538
156,38108,12190,30037,24534,29916,8888,11714,27822,25476,1528,13964,10147,139,18715,3939,259,37919,34,12546,6,4061,3293,17854,25196,0,15100,15227,490,3159,23351,9545
157,38219,12210,30048,24552,29971,8901,11746,27864,25533,1532,13969,10136,138,18773,3947,258,37931,34,12579,6,4071,3283,17928,25245,0,15128,15283,490,3159,23426,9556
158,38319,12272,30120,24606,30089,8967,11814,28003,25606,1555,14030,10183,140,18851,3967,260,38028,33,12640,6,4085,3300,18039,25369,0,15227,15339,496,3177,23528,9589
159,38514,12315,30219,24663,30184,9001,11843,28130,25706,1563,14083,10212,141,18882,3979,258,38116,34,12674,6,4101,3317,18067,25441,0,15267,15410,496,3186,23648,9604
160,38583,12284,30254,24686,30281,9015,11841,28217,25741,1564,14103,10213,143,18920,3992,259,38109,34,12662,6,4108,3316,18060,25483,0,15271,15434,494,3188,23713,9612
161,38629,12296,30263,24689,30310,9028,11839,28237,25790,1564,14102,10199,141,18890,3974,258,38108,34,12681,6,4113,3310,18078,25492,0,15257,15457,491,3182,23723,9604
162,38621,12268,30269,24673,30329,8996,11819,28263,25796,1566,14091,10148,141,18841,3971,260,38052,34,12685,6,4099,3315,18080,25483,0,15272,15495,485,3176,23747,9587
163,38736,12276,30298,24688,30397,8991,11856,28327,25844,1564,14096,10149,141,18849,3975,260,38093,34,12684,6,4103,3327,18097,25527,0,15288,15521,487,3178,23769,9597
164,38734,12275,30285,24663,30397,8965,11829,28338,25888,1562,14058,10116,138,18779,3961,258,38048,34,12678,6,4098,3316,18097,25522,0,15256,15518,484,3166,23776,9576
165,38822,12312,30323,24667,30464,8984,11853,28390,25961,1567,14111,10105,136,18821,3971,262,38060,34,12688,6,4098,3314,18136,25546,0,15280,15514,485,3164,23847,9591
166,38824,12303,30274,24657,30457,9000,11841,28390,25977,1568,14073,10090,131,18742,3958,261,37962,33,12693,6,4096,3312,18119,25564,0,15245,15511,482,3153,23808,9535
167,38968,12373,30386,24718,30563,9060,11907,28527,26092,1575,14137,10093,134,18828,3984,260,38025,34,12758,6,4105,3319,18199,25641,0,15325,15586,484,3157,23945,9572
168,39039,12397,30402,24716,30624,9087,11939,28580,26125,1574,14126,10110,132,18866,3988,258,38036,33,12779,6,4088,3309,18185,25652,0,15336,15627,483,3154,23955,9580
169,39074,12390,30354,24688,30608,9062,11945,28569,26145,1577,14083,10062,131,18847,3975,256,37954,33,12749,6,4065,3300,18174,25667,0,15317,15575,481,3139,23938,9543
170,39164,12438,30414,24767,30717,9078,12028,28651,26201,1577,14151,10082,129,18918,3981,254,38000,32,12778,6,4075,3310,18211,25736,0,15364,15602,485,3156,24051,9573
171,39185,12406,30438,24738,30724,9078,12022,28728,26219,1578,14130,10058,128,18824,3995,253,37999,33,12779,6,4079,3299,18225,25803,0,15387,15628,482,3148,24023,9547
172,39302,12443,30479,24819,30814,9102,12064,28846,26282,1584,14157,10062,131,18915,3995,253,38101,33,12775,7,4085,3305,18260,25861,0,15429,15667,481,3155,24057,9536
173,39394,12437,30497,24871,30925,9138,12101,28931,26346,1590,14182,10077,131,18961,3998,251,38125,33,12811,7,4090,3320,18287,25937,0,15467,15709,481,3171,24104,9560
174,39537,12442,30596,24938,31002,9159,12153,29016,26437,1597,14219,10082,132,19023,4015,251,38177,33,12839,7,4088,3346,18365,26033,0,15520,15768,483,3185,24183,9560
175,39482,12409,30474,24865,30960,9135,12109,29006,26365,1593,14198,10063,133,18963,3998,250,38007,32,12805,7,4073,3331,18345,26001,0,15477,15687,474,3187,24095,9545
176,39582,12400,30508,24904,31074,9153,12134,29069,26430,1590,14214,10082,132,18958,3993,251,38033,33,12821,7,4079,3325,18366,26040,0,15512,15737,473,3188,24138,9533
177,39668,12399,30538,24908,31142,9162,12151,29144,26482,1598,14219,10075,131,18979,4002,252,38049,33,12827,7,4097,3333,18388,26054,0,15537,15766,473,3182,24215,9523
178,39742,12397,30516,24905,31143,9164,12159,29218,26530,1599,14217,10056,130,18999,3993,252,37993,33,12833,7,4097,3328,18383,26046,0,15536,15753,474,3177,24256,9510
179,39767,12381,30483,24841,31137,9157,12143,29235,26527,1581,14183,10024,127,18939,3990,248,37926,33,12791,7,4083,3343,18367,26073,0,15519,15748,476,3153,24231,9463
180,39788,12367,30448,24829,31170,9141,12145,29252,26520,1578,14149,9976,128,18891,3987,249,37903,33,12794,7,4075,3340,18367,26088,0,15501,15728,477,3152,24229,9419
181,39821,12359,30437,24825,31209,9145,12171,29275,26535,1580,14159,9966,125,18874,3999,247,37835,33,12787,7,4064,3340,18380,26098,0,15514,15734,477,3154,24250,9412
182,39964,12367,30498,24883,31306,9172,12229,29379,26633,1576,14170,9992,123,18950,4015,245,37868,33,12812,7,4071,3329,18417,26188,0,15575,15783,480,3161,24304,9399
183,40091,12393,30512,24896,31355,9176,12231,29455,26679,1580,14166,9977,118,18985,4020,247,37881,33,12806,8,4078,3324,18447,26240,0,15586,15798,477,3167,24342,9370
184,40147,12427,30560,24941,31456,9220,12245,29552,26727,1593,14180,9950,114,19027,4024,251,37905,34,12837,9,4097,3328,18497,26288,1,15601,15827,478,3156,24405,9372
185,40284,12454,30624,24991,31516,9239,12278,29677,26792,1601,14193,9942,111,19075,4043,251,37958,34,12865,9,4110,3327,18563,26388,1,15683,15890,482,3144,24471,9341
186,40444,12470,30686,25033,31602,9254,12297,29763,26879,1600,14195,9922,109,19113,4056,254,38047,34,12855,9,4111,3336,18576,26450,1,15715,15938,484,3147,24524,9370
187,40480,12461,30621,25001,31582,9249,12274,29763,26864,1604,14159,9897,110,19092,4050,254,37963,33,12834,9,4114,3333,18555,26411,1,15683,15912,484,3133,24500,9345
188,40589,12480,30676,25053,31689,9291,12326,29875,26981,1614,14203,9916,110,19128,4072,251,38002,33,12869,9,4109,3333,18605,26487,1,15761,15961,484,3148,24584,9366
189,40601,12456,30677,25035,31749,9296,12308,29929,26979,1620,14181,9872,110,19125,4067,251,37997,34,12832,10,4105,3332,18607,26535,1,15764,15981,479,3156,24581,9333
190,40699,12513,30699,25083,31832,9292,12340,30014,27055,1630,14208,9868,111,19154,4068,248,37986,34,12815,10,4108,3344,18655,26580,1,15802,16012,481,3152,24629,9326
191,40694,12453,30613,24990,31739,9249,12290,29986,27040,1630,14116,9815,110,19068,4032,246,37863,34,12758,10,4078,3327,18598,26525,0,15772,15947,481,3135,24564,9276
192,40863,12473,30648,24980,31817,9253,12303,30063,27083,1625,14107,9776,109,19088,4031,249,37891,35,12780,10,4078,3331,18573,26553,1,15775,15977,482,3139,24610,9259
193,40787,12425,30568,24878,31736,9236,12304,30025,27009,1625,14073,9724,107,19040,4013,247,37752,35,12714,10,4066,3327,18526,26450,0,15702,15938,474,3134,24538,9204
194,40885,12475,30593,24929,31818,9232,12306,30132,27078,1628,14110,9717,109,19118,4015,249,37767,35,12719,10,4084,3339,18566,26517,1,15741,15976,476,3145,24615,9199
195,40916,12469,30542,24891,31789,9210,12297,30161,27106,1633,14094,9698,107,19132,3997,248,37782,35,12730,10,4075,3341,18574,26499,1,15733,15946,472,3136,24603,9184
196,41005,12491,30524,24901,31896,9229,12318,30236,27168,1628,14113,9700,110,19202,4000,250,37766,35,12747,10,4083,3323,18586,26537,1,15756,15975,472,3130,24613,9177
197,40899,12451,30383,24788,31783,9193,12290,30102,27120,1623,14065,9674,114,19126,3995,248,37611,36,12701,10,4075,3317,18521,26408,1,15684,15905,471,3119,24526,9135
198,40974,12473,30384,24759,31840,9214,12317,30176,27131,1624,14041,9647,115,19145,3996,246,37617,36,12717,10,4086,3333,18559,26459,1,15698,15938,473,3125,24532,9119
199,41157,12562,30499,24805,32019,9275,12381,30364,27288,1643,14107,9670,115,19236,4024,249,37724,36,12760,10,4118,3346,18664,26573,1,15807,16027,475,3137,24662,9162
200,41181,12506,30457,24742,31996,9274,12338,30358,27326,1637,14084,9627,115,19188,4002,251,37640,35,12709,10,4119,3327,18644,26553,1,15798,16005,473,3116,24654,9125
201,41251,12527,30437,24750,32005,9279,12331,30393,27363,1642,14060,9613,114,19228,3996,251,37662,35,12709,9,4116,3310,18642,26546,1,15785,16005,474,3121,24640,9112
202,41272,12527,30402,24726,32001,9276,12336,30437,27378,1639,14042,9599,116,19196,3983,250,37618,35,12669,9,4105,3294,18651,26533,1,15781,15994,471,3115,24617,9097
203,41375,12526,30396,24684,32045,9277,12365,30496,27440,1640,14047,9566,113,19248,3988,252,37579,35,12686,9,4107,3299,18645,26532,1,15809,16032,470,3114,24611,9067
204,41410,12525,30379,24665,32053,9273,12374,30533,27461,1647,14036,9548,114,19238,3977,252,37567,35,12682,9,4105,3303,18678,26539,1,15820,16029,471,3115,24629,9043
205,41497,12509,30307,24623,32063,9241,12358,30535,27419,1642,14009,9509,114,19227,3967,253,37547,35,12644,9,4103,3293,18687,26506,1,15814,16019,469,3104,24622,9016
206,41508,12527,30217,24569,32005,9217,12359,30536,27385,1642,13989,9497,112,19260,3953,253,37453,35,12614,8,4096,3289,18615,26462,1,15799,15985,467,3105,24584,9004
207,41612,12485,30168,24524,32007,9201,12357,30559,27388,1638,13983,9451,111,19251,3949,251,37454,35,12578,8,4085,3279,18636,26473,1,15792,16006,466,3089,24566,8952
208,41637,12520,30123,24508,32041,9211,12363,30650,27421,1643,13999,9426,111,19294,3946,251,37384,36,12600,8,4081,3278,18648,26468,1,15818,16032,463,3091,24584,8952
209,41622,12483,30054,24435,32009,9184,12345,30648,27419,1639,13947,9384,112,19298,3927,252,37297,36,12559,8,4057,3269,18600,26439,1,15766,16027,464,3084,24552,8908
210,41606,12497,29975,24343,31989,9146,12335,30604,27420,1633,13910,9323,111,19259,3903,250,37239,36,12535,8,4050,3255,18540,26412,1,15749,15991,463,3074,24485,8859
211,41666,12521,29954,24339,32057,9140,12356,30665,27453,1637,13915,9307,111,19296,3895,251,37277,36,12538,9,4048,3255,18570,26417,1,15774,16029,464,3083,24493,8839
212,41696,12530,29912,24300,32049,9126,12359,30667,27502,1641,13866,9242,111,19332,3887,249,37294,38,12513,9,4046,3240,18555,26386,1,15776,16023,468,3083,24469,8834
213,41665,12502,29800,24192,31999,9109,12325,30696,27485,1638,13819,9186,111,19296,3877,251,37163,38,12473,9,4035,3211,18523,26316,1,15739,16000,467,3067,24412,8773
214,41660,12519,29740,24149,31966,9103,12304,30762,27498,1640,13777,9158,112,19340,3864,253,37095,38,12437,9,4019,3208,18525,26269,1,15744,16036,466,3054,24393,8738
215,41777,12607,29810,24171,32061,9122,12352,30882,27561,1644,13818,9165,112,19467,3869,259,37116,38,12484,9,4034,3230,18585,26336,1,15824,16125,467,3069,24421,8744
216,41755,12589,29727,24085,32081,9119,12334,30897,27581,1641,13805,9138,113,19471,3875,262,37018,38,12451,9,4029,3232,18568,26307,1,15841,16152,469,3076,24375,8709
217,41834,12635,29677,24044,32087,9104,12368,30941,27613,1637,13772,9097,114,19533,3860,258,36997,40,12435,9,4010,3233,18572,26315,1,15842,16134,470,3078,24361,8700
218,41851,12633,29610,24003,32071,9083,12354,30989,27592,1643,13749,9067,117,19541,3849,255,36965,40,12413,9,4011,3211,18561,26297,1,15835,16165,467,3063,24367,8687
219,41866,12645,29536,23977,32090,9065,12356,31040,27628,1645,13723,9021,115,19578,3842,258,36924,40,12397,9,4017,3206,18560,26296,1,15835,16158,465,3058,24379,8675
220,41922,12697,29508,23946,32111,9078,12356,31111,27683,1647,13715,9017,115,19642,3836,256,36952,40,12390,9,4027,3207,18609,26334,1,15883,16186,468,3066,24384,8654
221,41792,12626,29344,23785,31945,9030,12288,30994,27576,1645,13609,8914,112,19515,3798,252,36755,40,12279,9,3994,3179,18470,26202,1,15792,16091,463,3044,24280,8586
222,41916,12648,29332,23770,32004,9014,12305,31070,27661,1648,13582,8917,111,19628,3783,253,36782,40,12305,9,3991,3175,18477,26186,1,15803,16108,464,3044,24251,8569
223,41929,12675,29260,23702,31957,8998,12300,31099,27685,1644,13556,8890,114,19668,3774,255,36732,40,12294,9,3984,3160,18438,26177,1,15802,16109,461,3047,24212,8548
224,41907,12697,29163,23635,31970,8988,12289,31123,27704,1634,13500,8850,114,19692,3759,249,36671,40,12257,9,3980,3140,18390,26120,1,15794,16104,456,3036,24189,8518
225,41915,12709,29073,23553,31933,8955,12280,31124,27682,1634,13472,8807,112,19719,3751,249,36567,40,12247,9,3971,3131,18377,26094,1,15800,16098,454,3039,24134,8496
226,41888,12710,28932,23442,31877,8920,12241,31086,27643,1625,13420,8768,112,19687,3729,249,36441,40,12194,9,3949,3113,18323,26016,1,15757,16067,454,3024,24053,8459
227,41783,12677,28827,23301,31784,8889,12227,31062,27586,1623,13342,8692,113,19646,3707,249,36250,40,12137,9,3942,3102,18267,25910,1,15708,16034,454,3014,23975,8403
228,41753,12694,28717,23191,31721,8862,12213,31030,27534,1620,13296,8644,113,19652,3700,250,36080,40,12082,9,3934,3096,18233,25880,1,15665,16025,452,3011,23883,8365
229,41739,12705,28615,23124,31676,8841,12219,31059,27549,1626,13263,8595,112,19684,3688,250,35995,42,12043,9,3926,3078,18185,25792,1,15654,16012,450,3001,23828,8322
230,41630,12651,28488,23001,31580,8796,12171,30978,27475,1617,13199,8530,113,19633,3665,249,35842,42,11974,9,3909,3061,18107,25695,1,15595,15961,452,2983,23715,8265
231,41708,12702,28473,22985,31612,8807,12164,31025,27543,1614,13183,8493,112,19675,3670,254,35791,42,11952,9,3908,3062,18072,25721,1,15584,15956,451,2974,23698,8235
232,41703,12702,28392,22907,31572,8778,12172,31052,27578,1616,13162,8448,113,19668,3648,253,35731,42,11950,9,3901,3044,18068,25694,1,15567,15959,451,2974,23656,8211
233,41675,12697,28269,22800,31538,8735,12151,31022,27571,1618,13114,8386,111,19631,3641,253,35636,44,11907,9,3887,3024,17996,25632,1,15535,15919,444,2964,23583,8186
234,41732,12695,28212,22722,31552,8702,12140,31073,27591,1618,13086,8332,110,19675,3633,257,35630,45,11864,9,3875,3015,17988,25603,1,15501,15919,451,2956,23556,8129
235,41666,12699,28098,22651,31482,8671,12106,31078,27571,1623,13021,8295,109,19667,3614,255,35505,45,11817,9,3871,2993,17962,25543,1,15473,15902,449,2946,23513,8085
236,41567,12651,27933,22491,31336,8608,12028,30968,27474,1611,12941,8201,108,19591,3605,253,35342,45,11706,9,3858,2966,17878,25410,1,15407,15818,449,2922,23415,8015
237,41567,12656,27871,22438,31343,8590,12000,31042,27504,1607,12901,8136,108,19610,3602,254,35298,44,11675,9,3862,2957,17880,25415,1,15418,15870,445,2922,23391,7993
238,41497,12612,27736,22298,31228,8551,11957,30983,27463,1606,12836,8074,108,19539,3594,251,35123,44,11623,9,3839,2932,17791,25313,1,15361,15820,443,2898,23274,7943
239,41557,12645,27650,22225,31204,8539,11944,31032,27458,1603,12796,8047,109,19582,3580,254,35087,43,11588,9,3831,2919,17801,25314,1,15358,15813,434,2873,23230,7908
240,41481,12665,27522,22159,31166,8534,11966,31118,27443,1599,12761,8010,108,19604,3570,253,34938,42,11555,9,3829,2912,17771,25269,1,15355,15828,433,2871,23180,7882
241,41342,12611,27342,22003,31038,8478,11905,31023,27388,1591,12672,7940,109,19515,3528,254,34737,43,11478,9,3801,2885,17667,25153,1,15282,15754,434,2840,23044,7815
242,41359,12631,27289,21966,30996,8484,11885,31120,27427,1598,12640,7887,106,19589,3524,258,34700,43,11463,9,3801,2872,17666,25131,1,15307,15800,431,2823,22996,7797
243,41376,12647,27226,21904,30960,8431,11838,31139,27465,1577,12591,7819,105,19584,3498,256,34639,44,11408,9,3773,2852,17627,25125,1,15300,15794,427,2809,22901,7742
244,41413,12687,27175,21853,30939,8430,11843,31175,27520,1581,12582,7797,106,19598,3507,258,34578,44,11415,9,3770,2837,17606,25144,1,15323,15796,429,2804,22874,7718
245,41262,12664,27047,21743,30864,8398,11803,31166,27481,1571,12519,7739,106,19588,3484,258,34408,44,11380,8,3750,2820,17556,25089,1,15277,15749,430,2792,22780,7687
246,41223,12620,26896,21615,30735,8341,11724,31083,27434,1562,12447,7681,103,19568,3456,257,34250,44,11316,8,3712,2797,17477,24993,1,15222,15691,425,2780,22682,7614
247,41247,12667,26880,21600,30784,8332,11748,31178,27498,1563,12444,7655,104,19638,3460,256,34213,45,11302,8,3689,2798,17485,25011,1,15231,15706,430,2776,22660,7606
248,41328,12695,26827,21541,30771,8284,11721,31260,27539,1551,12409,7606,104,19687,3437,256,34151,44,11247,9,3681,2776,17457,24989,1,15199,15694,428,2755,22606,7556
249,41378,12703,26788,21531,30814,8286,11705,31280,27604,1555,12374,7574,104,19718,3433,256,34110,44,11229,9,3678,2763,17438,24978,1,15194,15687,428,2747,22592,7544
250,41252,12690,26631,21403,30694,8222,11654,31213,27521,1549,12287,7471,101,19688,3404,255,33984,44,11150,9,3663,2744,17379,24892,1,15147,15619,435,2724,22487,7484
251,41257,12668,26556,21311,30640,8201,11606,31183,27508,1551,12251,7421,98,19713,3394,257,33857,44,11120,8,3631,2723,17310,24829,1,15086,15571,432,2707,22414,7454
252,41214,12676,26437,21232,30603,8184,11584,31185,27497,1545,12197,7383,98,19698,3391,256,33760,44,11077,8,3613,2717,17279,24763,1,15079,15550,435,2698,22354,7430
253,41259,12740,26395,21224,30610,8176,11637,31263,27534,1552,12195,7379,99,19817,3395,258,33762,44,11113,8,3629,2707,17301,24798,1,15122,15576,430,2698,22374,7415
254,41300,12784,26336,21195,30604,8182,11660,31287,27554,1553,12173,7366,99,19919,3392,260,33711,44,11123,8,3627,2697,17291,24789,1,15117,15548,430,2710,22364,7386
255,41292,12799,26270,21167,30568,8168,11659,31307,27559,1561,12118,7335,100,19939,3383,260,33660,43,11107,8,3618,2699,17294,24765,1,15114,15535,429,2705,22351,7353
256,41280,12848,26230,21154,30625,8176,11695,31339,27611,1564,12108,7300,98,19981,3390,261,33585,43,11110,8,3617,2694,17286,24780,1,15147,15566,428,2699,22353,7335
257,41255,12816,26146,21113,30616,8157,11688,31380,27619,1563,12070,7281,98,20013,3391,258,33527,42,11088,8,3601,2680,17291,24776,1,15138,15540,426,2692,22340,7315
258,41265,12854,26107,21060,30605,8143,11695,31441,27625,1550,12048,7241,98,20058,3371,259,33509,40,11079,8,3608,2670,17276,24771,1,15162,15520,429,2684,22369,7274
259,41277,12853,26035,20972,30572,8094,11682,31426,27608,1549,12002,7172,96,20059,3353,258,33502,39,11055,8,3604,2649,17221,24754,1,15128,15467,434,2651,22334,7210
260,41310,12862,25961,20960,30557,8075,11685,31449,27619,1550,11980,7149,97,20088,3334,258,33489,38,11052,8,3598,2650,17205,24744,1,15131,15480,436,2646,22337,7199
261,41157,12817,25837,20813,30436,8026,11659,31345,27545,1558,11922,7096,96,20028,3309,258,33344,36,10969,8,3587,2623,17155,24633,1,15052,15416,436,2620,22243,7142
262,41267,12861,25805,20768,30530,8018,11658,31395,27579,1554,11864,7039,97,20086,3281,259,33364,37,10951,8,3581,2627,17152,24605,1,15031,15410,427,2613,22241,7091
263,41333,12911,25699,20762,30534,8002,11691,31429,27648,1560,11851,7036,97,20165,3277,257,33404,37,10946,8,3592,2617,17158,24599,1,15074,15424,423,2618,22272,7074
264,41301,12903,25603,20687,30503,7980,11662,31467,27635,1562,11807,6997,98,20151,3261,261,33379,35,10914,8,3595,2599,17147,24553,1,15054,15426,420,2616,22255,7027
265,41307,12927,25582,20651,30513,7979,11709,31505,27644,1565,11803,6967,98,20224,3269,265,33384,34,10918,8,3593,2595,17171,24549,1,15074,15473,419,2625,22265,7026
266,41193,12914,25486,20593,30451,7947,11678,31434,27582,1565,11754,6930,100,20204,3262,265,33270,34,10880,8,3587,2585,17155,24528,1,15051,15435,421,2613,22215,7005
267,41221,12902,25433,20531,30385,7926,11674,31425,27551,1566,11722,6891,100,20195,3249,262,33222,34,10833,8,3587,2577,17144,24507,1,15037,15411,420,2603,22128,6957
268,41192,12882,25302,20445,30303,7875,11633,31410,27493,1563,11673,6835,100,20161,3227,261,33133,32,10808,8,3585,2560,17089,24439,1,14985,15362,420,2600,22064,6906
269,41223,12906,25248,20415,30316,7857,11681,31439,27520,1564,11622,6824,100,20188,3233,262,33137,32,10817,8,3577,2558,17088,24412,1,14975,15367,418,2603,22096,6882
270,41213,12919,25185,20348,30296,7854,11709,31474,27489,1571,11611,6794,102,20216,3222,261,33120,33,10812,8,3559,2550,17120,24377,1,14985,15357,418,2587,22069,6839
271,41138,12888,25074,20265,30249,7820,11697,31424,27427,1566,11572,6747,100,20188,3198,260,33045,33,10764,8,3544,2529,17063,24275,1,14915,15297,413,2576,22022,6775
272,41102,12836,24933,20136,30168,7802,11690,31403,27417,1572,11532,6703,102,20188,3171,264,32968,33,10741,8,3532,2510,17004,24251,1,14865,15254,413,2554,21941,6754
273,41136,12870,24892,20118,30202,7791,11688,31435,27422,1569,11523,6674,102,20213,3166,266,32971,34,10722,8,3534,2502,17026,24246,1,14856,15263,413,2556,21962,6737
274,41151,12882,24840,20118,30204,7785,11711,31506,27435,1570,11507,6667,105,20256,3159,266,32957,34,10696,8,3532,2505,17031,24243,1,14877,15292,416,2558,21960,6732
275,41089,12868,24700,19996,30103,7748,11676,31449,27370,1560,11444,6616,103,20187,3134,266,32874,34,10642,8,3508,2496,17009,24156,1,14824,15245,416,2552,21886,6687
276,41119,12941,24699,20027,30182,7751,11735,31504,27424,1573,11471,6634,102,20256,3138,270,32899,34,10659,8,3513,2501,17045,24184,1,14858,15291,409,2562,21945,6701
277,41095,12909,24595,19953,30147,7734,11722,31532,27385,1566,11429,6589,102,20239,3114,271,32848,33,10590,8,3501,2493,17036,24112,1,14831,15283,409,2546,21866,6673
278,40977,12897,24484,19849,30092,7710,11708,31492,27358,1566,11381,6558,102,20211,3100,271,32717,33,10549,8,3489,2487,16984,24043,1,14824,15262,409,2542,21769,6623
279,41043,12939,24495,19857,30136,7724,11755,31627,27415,1571,11384,6545,103,20278,3107,267,32795,34,10557,7,3508,2488,17042,24130,1,14871,15308,411,2542,21793,6618
