HPV_position,15361-CB-43-LabPrep_S45,15361-CB-4-LabPrep_S42,15361-CB-5-LabPrep_S47
5479,2032,10,2879
5480,2020,10,2880
5481,2009,10,2867
5482,2008,10,2878
5483,2004,10,2897
5484,1999,10,2905
5485,1997,10,2912
5486,1999,10,2919
5487,1969,11,2878
5488,1973,12,2906
5489,1975,12,2910
5490,1984,12,2909
5491,1991,12,2921
5492,1992,12,2942
5493,1998,14,2952
5494,1996,14,2973
5495,2012,16,3006
5496,2009,16,3025
5497,2024,16,3029
5498,2028,16,3033
5499,2023,17,3048
5500,2020,17,3066
5501,2006,17,3094
5502,2007,17,3104
5503,2003,17,3118
5504,1993,17,3126
5505,1999,17,3140
5506,2004,17,3159
5507,2000,16,3189
5508,1998,16,3181
5509,2010,15,3200
5510,2009,15,3221
5511,2008,15,3245
5512,2006,15,3266
5513,2003,15,3255
5514,2004,15,3266
5515,2002,15,3277
5516,1996,14,3309
5517,1986,14,3309
5518,1985,14,3296
5519,2001,14,3338
5520,1999,14,3355
5521,2009,14,3372
5522,2002,14,3379
5523,1996,14,3376
5524,1993,14,3390
5525,2001,14,3410
5526,1999,14,3422
5527,1988,14,3417
5528,1999,14,3455
5529,1991,14,3454
5530,1988,14,3474
5531,1984,14,3453
5532,1982,14,3470
5533,1974,14,3500
5534,1972,14,3499
5535,1975,14,3487
5536,1978,14,3513
5537,1984,14,3541
5538,1993,14,3561
5539,1984,14,3572
5540,1990,14,3585
5541,1992,14,3590
5542,1993,14,3583
5543,1999,14,3584
5544,1989,14,3580
5545,1990,14,3579
5546,1991,15,3605
5547,1979,15,3616
5548,1991,15,3635
5549,2006,15,3640
5550,2002,15,3660
5551,2014,15,3682
5552,1996,15,3686
5553,1999,15,3692
5554,1999,14,3711
5555,2003,14,3713
5556,2014,13,3746
5557,2014,13,3762
5558,2015,14,3769
5559,2032,14,3809
5560,2036,14,3819
5561,2026,14,3823
5562,2034,14,3834
5563,2038,14,3843
5564,2034,14,3852
5565,2034,14,3846
5566,2044,14,3861
5567,2033,14,3878
5568,2028,16,3883
5569,2026,17,3883
5570,2030,17,3899
5571,2020,17,3917
5572,2029,17,3917
5573,2028,17,3912
5574,2024,17,3906
5575,2031,17,3902
5576,2036,17,3915
5577,2050,17,3944
5578,2058,17,3944
5579,2063,17,3958
5580,2055,17,3954
5581,2059,17,3949
5582,2053,16,3971
5583,2052,16,3961
5584,2060,16,3972
5585,2054,17,3986
5586,2065,17,3997
5587,2071,17,4020
5588,2089,17,4060
5589,2095,17,4067
5590,2096,17,4076
5591,2107,17,4094
5592,2108,17,4110
5593,2136,17,4128
5594,2133,17,4108
5595,2121,17,4102
5596,2131,17,4132
5597,2145,17,4135
5598,2146,17,4137
5599,2153,17,4150
5600,2158,18,4169
5601,2161,18,4168
5602,2160,18,4175
5603,2156,17,4184
5604,2150,15,4180
5605,2145,15,4180
5606,2148,15,4187
5607,2160,15,4176
5608,2158,15,4173
5609,2158,15,4170
5610,2157,15,4154
5611,2161,15,4152
5612,2158,15,4147
5613,2162,15,4144
5614,2162,15,4143
5615,2155,15,4138
5616,2171,15,4141
5617,2167,15,4125
5618,2166,15,4122
5619,2165,15,4126
5620,2161,15,4123
5621,2168,15,4119
5622,2164,15,4114
5623,2156,15,4121
5624,2147,15,4124
5625,2141,15,4106
5626,2143,13,4100
5627,2143,13,4093
5628,2135,13,4085
5629,2131,13,4081
5630,2144,13,4080
5631,2141,13,4071
5632,2145,13,4082
5633,2145,13,4081
5634,2143,12,4084
5635,2139,12,4082
5636,2121,11,4075
5637,2127,11,4075
5638,2134,12,4065
5639,2128,12,4055
5640,2127,12,4059
5641,2125,12,4032
5642,2125,12,4045
5643,2117,12,4019
5644,2106,11,4001
5645,2104,11,3995
5646,2097,9,3966
5647,2099,9,3948
5648,2104,9,3958
5649,2101,8,3942
5650,2095,8,3918
5651,2096,8,3903
5652,2104,8,3903
5653,2102,8,3905
5654,2095,8,3884
5655,2089,8,3861
5656,2088,8,3830
5657,2093,8,3834
5658,2106,8,3814
5659,2102,8,3811
5660,2099,8,3799
5661,2101,8,3783
5662,2100,8,3760
5663,2102,8,3733
5664,2117,8,3740
5665,2112,8,3700
5666,2118,8,3684
5667,2117,8,3669
5668,2113,8,3645
5669,2099,8,3622
5670,2101,9,3609
5671,2099,10,3599
5672,2098,10,3580
5673,2101,10,3562
5674,2096,10,3547
5675,2094,10,3534
5676,2100,10,3530
5677,2121,10,3535
5678,2108,10,3523
5679,2115,10,3503
5680,2130,10,3511
5681,2144,10,3490
5682,2150,10,3491
5683,2154,10,3500
5684,2143,10,3485
5685,2148,10,3472
5686,2137,10,3453
5687,2135,10,3432
5688,2130,10,3396
5689,2125,10,3378
5690,2116,10,3350
5691,2108,10,3334
5692,2104,10,3324
5693,2101,9,3299
5694,2103,9,3285
5695,2101,9,3269
5696,2104,9,3271
5697,2109,9,3243
5698,2100,9,3221
5699,2090,9,3200
5700,2099,9,3194
5701,2097,9,3164
5702,2099,9,3148
5703,2104,9,3140
5704,2097,9,3112
5705,2083,9,3106
5706,2071,9,3062
5707,2068,9,3057
5708,2063,9,3031
5709,2050,8,3004
5710,2048,8,2980
5711,2043,7,2961
5712,2041,7,2937
5713,2031,7,2919
5714,2017,7,2900
5715,2006,7,2912
5716,2010,7,2883
5717,2006,6,2866
5718,1984,6,2846
5719,1988,6,2825
5720,1982,6,2802
5721,1995,5,2805
5722,2002,7,2800
5723,2002,8,2793
5724,2012,8,2790
5725,1997,8,2754
5726,1997,8,2736
5727,1982,8,2728
5728,1980,8,2723
5729,1971,7,2679
5730,1969,7,2672
5731,1964,8,2660
5732,1946,7,2645
5733,1952,7,2641
5734,1947,7,2624
5735,1931,7,2604
5736,1938,7,2580
5737,1929,7,2563
5738,1928,7,2543
5739,1920,7,2535
5740,1913,7,2517
5741,1896,7,2498
5742,1882,7,2468
5743,1886,8,2462
5744,1895,8,2451
5745,1901,8,2454
5746,1882,8,2434
5747,1890,8,2434
5748,1891,8,2416
5749,1894,8,2410
5750,1865,7,2360
5751,1869,7,2343
5752,1864,7,2328
5753,1862,7,2325
5754,1868,7,2340
5755,1863,7,2328
5756,1859,7,2325
5757,1882,7,2322
5758,1883,7,2322
5759,1888,7,2322
5760,1894,7,2321
5761,1906,7,2314
5762,1905,7,2306
5763,1914,7,2308
5764,1907,7,2297
5765,1903,7,2296
5766,1910,7,2299
5767,1900,7,2296
5768,1897,8,2278
5769,1902,8,2259
5770,1902,8,2253
5771,1907,8,2246
5772,1902,8,2237
5773,1911,8,2248
5774,1916,8,2252
5775,1910,8,2238
5776,1914,8,2243
5777,1939,8,2251
5778,1947,8,2253
5779,1950,8,2250
5780,1953,8,2255
5781,1949,8,2244
5782,1939,8,2231
5783,1938,8,2225
5784,1942,8,2218
5785,1935,8,2221
5786,1927,8,2214
5787,1925,7,2221
5788,1928,7,2223
5789,1925,7,2223
5790,1937,7,2220
5791,1947,7,2209
5792,1954,7,2219
5793,1947,7,2212
5794,1938,7,2205
5795,1939,7,2209
5796,1950,7,2207
5797,1940,7,2209
5798,1956,7,2221
5799,1971,7,2228
5800,1976,7,2224
5801,1970,7,2226
5802,1970,7,2223
5803,1967,7,2219
5804,1956,7,2203
5805,1954,8,2201
5806,1959,8,2196
5807,1959,8,2191
5808,1953,8,2194
5809,1950,8,2196
5810,1950,8,2193
5811,1940,8,2195
5812,1932,8,2191
5813,1933,6,2206
5814,1941,6,2218
5815,1943,6,2244
5816,1954,6,2255
5817,1954,6,2254
5818,1958,6,2269
5819,1959,6,2278
5820,1958,6,2287
5821,1952,6,2295
5822,1951,6,2295
5823,1946,6,2301
5824,1944,6,2292
5825,1943,6,2310
5826,1941,6,2299
5827,1938,6,2281
5828,1930,6,2281
5829,1932,6,2287
5830,1927,6,2269
5831,1931,6,2281
5832,1934,6,2288
5833,1936,6,2297
5834,1928,6,2301
5835,1935,6,2309
5836,1942,6,2310
5837,1931,6,2313
5838,1942,6,2308
5839,1936,6,2316
5840,1919,6,2298
5841,1921,6,2318
5842,1918,6,2324
5843,1910,6,2306
5844,1921,6,2311
5845,1927,6,2321
5846,1925,6,2309
5847,1934,6,2321
5848,1927,6,2327
5849,1918,6,2315
5850,1928,6,2325
5851,1922,6,2337
5852,1916,6,2341
5853,1909,6,2348
5854,1913,6,2344
5855,1911,6,2362
5856,1918,6,2360
5857,1910,7,2367
5858,1913,7,2362
5859,1912,7,2369
5860,1913,7,2380
5861,1924,7,2387
5862,1945,8,2394
5863,1936,8,2396
5864,1942,8,2401
5865,1960,8,2414
5866,1967,7,2417
5867,1964,7,2414
5868,1959,7,2418
5869,1968,7,2430
5870,1964,7,2412
5871,1979,6,2433
5872,1971,6,2436
5873,1969,6,2444
5874,1987,5,2466
5875,1978,5,2469
5876,1982,7,2487
5877,1983,7,2486
5878,1985,7,2490
5879,1970,7,2495
5880,1972,7,2500
5881,1976,7,2509
5882,1984,7,2532
5883,1992,7,2542
5884,1995,7,2565
5885,1998,7,2565
5886,1995,7,2569
5887,2004,7,2582
5888,1998,7,2577
5889,1997,8,2581
5890,1996,8,2582
5891,1996,7,2587
5892,1992,7,2580
5893,2003,7,2592
5894,2008,7,2602
5895,1991,7,2608
5896,1998,7,2601
5897,1992,7,2607
5898,1978,7,2596
5899,1993,7,2615
5900,1998,7,2610
5901,1989,7,2609
5902,1991,7,2606
5903,1992,7,2617
5904,1986,7,2619
5905,1981,7,2620
5906,1973,7,2632
5907,1982,7,2643
5908,1978,7,2631
5909,1961,7,2637
5910,1965,7,2646
5911,1966,7,2653
5912,1965,7,2644
5913,1954,7,2650
5914,1966,7,2659
5915,1974,7,2657
5916,1975,6,2648
5917,1983,6,2656
5918,1991,6,2672
5919,1998,6,2682
5920,1985,6,2678
5921,1984,6,2676
5922,1990,6,2676
5923,1991,6,2670
5924,1987,6,2671
5925,1985,6,2673
5926,1976,6,2672
5927,1977,6,2678
5928,1975,6,2685
5929,1976,6,2684
5930,1981,6,2682
5931,1984,6,2678
5932,1999,6,2704
5933,2003,6,2703
5934,2002,6,2705
5935,1996,6,2704
5936,1995,6,2707
5937,1989,7,2704
5938,1990,7,2690
5939,2000,7,2699
5940,1996,7,2714
5941,1998,7,2713
5942,2007,7,2714
5943,2006,7,2713
5944,2001,7,2710
5945,1994,7,2705
5946,1985,7,2712
5947,1969,9,2686
5948,1968,9,2675
5949,1972,9,2686
5950,1966,9,2690
5951,1965,8,2689
5952,1973,8,2689
5953,1963,8,2688
5954,1963,8,2685
5955,1964,8,2685
5956,1955,8,2686
5957,1943,10,2688
5958,1953,10,2694
5959,1962,10,2686
5960,1952,10,2680
5961,1952,10,2683
5962,1960,10,2679
5963,1967,10,2687
5964,1969,10,2667
5965,1963,10,2650
5966,1953,10,2639
5967,1955,10,2635
5968,1954,10,2632
5969,1951,10,2606
5970,1954,10,2612
5971,1939,10,2596
5972,1941,10,2595
5973,1946,10,2619
5974,1941,10,2613
5975,1946,10,2615
5976,1949,10,2622
5977,1951,10,2624
5978,1949,10,2610
5979,1958,10,2614
5980,1952,10,2614
5981,1964,10,2618
5982,1973,10,2628
5983,1963,10,2623
5984,1979,10,2623
5985,1974,10,2617
5986,1976,10,2622
5987,1975,10,2626
5988,1967,10,2619
5989,1980,10,2625
5990,1981,10,2626
5991,1982,9,2626
5992,1987,8,2634
5993,1979,8,2630
5994,1974,8,2630
5995,1975,8,2620
5996,1974,8,2607
5997,1978,8,2617
5998,1975,8,2613
5999,1987,8,2622
6000,1994,8,2628
6001,1990,8,2621
6002,1988,8,2620
6003,1992,8,2614
6004,2003,8,2620
6005,2000,8,2616
6006,2005,8,2623
6007,2009,8,2622
6008,1994,8,2610
6009,1998,8,2619
6010,2003,8,2628
6011,1994,8,2611
6012,1984,8,2608
6013,1988,6,2601
6014,1981,8,2599
6015,1994,8,2631
6016,1996,8,2641
6017,1986,8,2642
6018,1987,8,2657
6019,1985,8,2647
6020,1996,8,2653
6021,1988,8,2653
6022,1989,8,2655
6023,2000,7,2653
6024,1999,6,2652
6025,1992,6,2639
6026,1985,6,2623
6027,1990,6,2619
6028,1983,6,2615
6029,1969,6,2603
6030,1965,6,2597
6031,1980,6,2595
6032,1971,6,2593
6033,1973,6,2586
6034,1973,7,2571
6035,1973,7,2572
6036,1979,7,2574
6037,1980,7,2590
6038,1984,6,2600
6039,1977,6,2607
6040,1974,6,2609
6041,1977,6,2618
6042,1974,6,2594
6043,1969,6,2587
6044,1975,6,2590
6045,1978,6,2590
6046,1978,6,2592
6047,1960,6,2590
6048,1969,6,2595
6049,1972,6,2597
6050,1974,6,2593
6051,1973,6,2599
6052,1976,6,2598
6053,1975,6,2582
6054,1972,6,2577
6055,1974,6,2587
6056,1980,6,2579
6057,1984,6,2582
6058,1982,6,2575
6059,1989,7,2586
6060,1986,7,2584
6061,1992,7,2588
6062,1987,7,2584
6063,1980,7,2576
6064,1996,7,2593
6065,1981,7,2579
6066,1986,7,2588
6067,1985,7,2591
6068,1989,7,2597
6069,1989,8,2603
6070,1990,8,2593
6071,1993,8,2595
6072,2004,8,2605
6073,2012,8,2612
6074,2013,8,2612
6075,2008,8,2606
6076,2025,8,2605
6077,2018,8,2581
6078,2012,8,2571
6079,2003,8,2566
6080,2003,8,2566
6081,2009,8,2563
6082,2007,8,2543
6083,1992,8,2534
6084,2009,7,2552
6085,2017,7,2549
6086,2005,7,2538
6087,2022,7,2541
6088,2024,7,2538
6089,2025,7,2535
6090,2031,7,2529
6091,2028,7,2521
6092,2028,7,2510
6093,2022,7,2514
6094,2020,7,2515
6095,2034,7,2525
6096,2050,7,2515
6097,2055,7,2514
6098,2052,7,2510
6099,2056,6,2507
6100,2067,4,2517
6101,2063,5,2506
6102,2067,4,2505
6103,2070,4,2502
6104,2075,4,2506
6105,2078,4,2503
6106,2069,4,2504
6107,2073,4,2498
6108,2079,4,2501
6109,2067,4,2483
6110,2059,4,2479
6111,2059,4,2475
6112,2066,4,2472
6113,2068,4,2480
6114,2083,4,2484
6115,2083,4,2477
6116,2090,4,2476
6117,2088,4,2479
6118,2099,4,2475
6119,2103,4,2477
6120,2109,4,2468
6121,2098,4,2447
6122,2094,4,2435
6123,2102,4,2447
6124,2097,4,2448
6125,2090,4,2447
6126,2119,4,2447
6127,2123,4,2440
6128,2131,4,2414
6129,2126,4,2411
6130,2114,4,2410
6131,2111,4,2399
6132,2093,4,2389
6133,2094,4,2396
6134,2093,5,2389
6135,2105,6,2385
6136,2110,7,2387
6137,2103,7,2372
6138,2110,7,2374
6139,2104,7,2360
6140,2102,7,2343
6141,2100,7,2333
6142,2097,7,2326
6143,2097,7,2306
6144,2092,7,2303
6145,2104,7,2314
6146,2108,7,2308
6147,2110,7,2303
6148,2109,7,2309
6149,2106,7,2294
6150,2115,7,2290
6151,2118,7,2287
6152,2110,7,2283
6153,2107,7,2288
6154,2114,7,2289
6155,2125,7,2287
6156,2128,7,2278
6157,2113,7,2270
6158,2118,7,2271
6159,2110,7,2263
6160,2116,7,2268
6161,2110,7,2252
6162,2101,7,2243
6163,2116,7,2249
6164,2113,7,2230
6165,2116,7,2220
6166,2110,7,2207
6167,2104,7,2209
6168,2114,7,2200
6169,2105,7,2180
6170,2102,7,2180
6171,2117,7,2177
6172,2111,7,2161
6173,2113,7,2158
6174,2115,7,2147
6175,2114,7,2143
6176,2119,7,2129
6177,2135,7,2127
6178,2132,7,2118
6179,2125,7,2122
6180,2127,7,2112
6181,2126,7,2093
6182,2120,7,2074
6183,2124,6,2072
6184,2126,6,2073
6185,2126,6,2053
6186,2131,6,2040
6187,2125,6,2033
6188,2129,6,2016
6189,2127,6,2017
6190,2129,6,2006
6191,2136,6,2001
6192,2144,6,1997
6193,2148,6,1986
6194,2153,6,1980
6195,2151,6,1973
6196,2142,6,1954
6197,2148,6,1948
6198,2163,6,1948
6199,2159,6,1942
6200,2163,6,1943
6201,2167,6,1946
6202,2166,6,1944
6203,2152,6,1941
6204,2152,6,1938
6205,2164,6,1932
6206,2168,6,1929
6207,2156,6,1914
6208,2157,5,1905
6209,2140,5,1890
6210,2146,5,1885
6211,2160,5,1880
6212,2173,5,1874
6213,2166,5,1856
6214,2162,5,1854
6215,2157,4,1850
6216,2167,4,1841
6217,2158,4,1819
6218,2174,4,1816
6219,2172,4,1806
6220,2163,4,1787
6221,2167,4,1781
6222,2171,4,1771
6223,2160,4,1768
6224,2160,4,1762
6225,2166,4,1772
6226,2169,4,1762
6227,2161,4,1753
6228,2158,4,1750
6229,2153,4,1737
6230,2185,4,1748
6231,2178,4,1751
6232,2198,4,1746
6233,2195,4,1746
6234,2202,4,1747
6235,2199,4,1744
6236,2186,4,1745
6237,2187,4,1738
6238,2183,4,1731
6239,2208,4,1728
6240,2207,4,1713
6241,2195,4,1704
6242,2186,4,1704
6243,2192,4,1704
6244,2192,4,1704
6245,2182,4,1698
6246,2184,4,1687
6247,2166,3,1668
6248,2174,3,1677
6249,2179,3,1672
6250,2165,3,1661
6251,2161,3,1657
6252,2165,3,1663
6253,2167,3,1661
6254,2160,3,1659
6255,2172,3,1669
6256,2169,3,1661
6257,2169,3,1658
6258,2182,3,1659
6259,2176,3,1660
6260,2189,3,1656
6261,2189,3,1647
6262,2182,3,1637
6263,2191,3,1631
6264,2176,3,1620
6265,2183,3,1620
6266,2173,3,1615
6267,2188,3,1608
6268,2198,3,1612
6269,2190,3,1601
6270,2199,3,1622
6271,2192,3,1622
6272,2198,3,1626
6273,2196,3,1618
6274,2189,3,1611
6275,2198,3,1601
6276,2206,3,1609
6277,2220,3,1617
6278,2218,3,1623
6279,2222,3,1618
6280,2239,3,1631
6281,2240,2,1631
6282,2245,2,1636
6283,2234,0,1628
6284,2220,0,1619
6285,2231,0,1630
6286,2238,0,1633
6287,2239,0,1634
6288,2251,0,1639
6289,2243,0,1638
6290,2251,0,1634
6291,2256,0,1640
6292,2252,0,1647
6293,2232,0,1636
6294,2227,0,1643
6295,2247,0,1653
6296,2246,0,1650
6297,2248,0,1647
6298,2247,0,1653
6299,2248,0,1653
6300,2254,0,1648
6301,2254,0,1649
6302,2255,0,1651
6303,2252,0,1663
6304,2252,0,1671
6305,2256,0,1670
6306,2246,0,1671
6307,2240,0,1677
6308,2242,0,1677
6309,2239,0,1677
6310,2221,0,1662
6311,2228,0,1667
6312,2236,0,1676
6313,2235,0,1672
6314,2227,0,1671
6315,2236,0,1682
6316,2242,0,1690
6317,2242,0,1685
6318,2260,0,1700
6319,2266,0,1700
6320,2262,0,1699
6321,2263,0,1694
6322,2274,0,1694
6323,2270,0,1697
6324,2255,0,1703
6325,2261,0,1703
6326,2263,0,1714
6327,2263,0,1719
6328,2265,0,1722
6329,2257,0,1723
6330,2258,0,1727
6331,2264,0,1728
6332,2262,0,1721
6333,2256,0,1723
6334,2265,0,1731
6335,2269,0,1733
6336,2281,0,1742
6337,2289,0,1755
6338,2282,0,1760
6339,2285,0,1774
6340,2292,0,1781
6341,2303,0,1794
6342,2293,0,1806
6343,2310,0,1820
6344,2298,0,1817
6345,2308,0,1825
6346,2319,0,1831
6347,2311,0,1830
6348,2298,0,1823
6349,2305,0,1832
6350,2303,0,1847
6351,2300,0,1850
6352,2310,0,1857
6353,2303,0,1859
6354,2297,0,1855
6355,2293,0,1874
6356,2301,0,1880
6357,2302,0,1879
6358,2313,0,1893
6359,2296,0,1903
6360,2324,0,1925
6361,2331,0,1936
6362,2341,0,1943
6363,2334,0,1951
6364,2338,0,1953
6365,2334,0,1962
6366,2333,0,1952
6367,2322,0,1959
6368,2316,0,1968
6369,2319,0,1974
6370,2336,0,1994
6371,2328,1,1987
6372,2335,2,1987
6373,2334,2,1995
6374,2343,2,2000
6375,2339,2,2007
6376,2348,2,2013
6377,2358,2,2027
6378,2364,2,2031
6379,2359,2,2033
6380,2340,2,2025
6381,2341,2,2036
6382,2339,2,2031
6383,2330,2,2043
6384,2333,2,2046
6385,2327,2,2058
6386,2328,2,2063
6387,2346,2,2071
6388,2344,2,2079
6389,2332,2,2083
6390,2341,2,2075
6391,2367,2,2093
6392,2369,2,2097
6393,2369,2,2100
6394,2369,2,2110
6395,2358,3,2113
6396,2354,3,2117
6397,2353,3,2113
6398,2352,3,2107
6399,2349,3,2107
6400,2338,3,2094
6401,2343,3,2104
6402,2347,3,2104
6403,2348,3,2103
6404,2348,3,2105
6405,2363,3,2113
6406,2377,3,2128
6407,2368,3,2128
6408,2389,3,2152
6409,2389,3,2152
6410,2402,3,2160
6411,2403,3,2166
6412,2408,3,2165
6413,2386,3,2168
6414,2377,3,2167
6415,2384,3,2160
6416,2379,3,2166
6417,2369,3,2164
6418,2377,3,2170
6419,2379,3,2168
6420,2371,3,2167
6421,2371,3,2163
6422,2380,3,2162
6423,2375,3,2163
6424,2369,3,2149
6425,2365,3,2145
6426,2363,3,2145
6427,2350,3,2154
6428,2340,3,2152
6429,2345,3,2158
6430,2339,3,2163
6431,2342,3,2167
6432,2337,3,2174
6433,2331,3,2161
6434,2336,3,2169
6435,2340,3,2161
6436,2335,3,2154
6437,2346,3,2165
6438,2333,3,2153
6439,2331,3,2152
6440,2340,3,2149
6441,2337,5,2161
6442,2335,5,2166
6443,2334,5,2172
6444,2329,5,2167
6445,2335,5,2168
6446,2336,5,2162
6447,2335,5,2168
6448,2323,5,2154
6449,2338,5,2162
6450,2331,5,2155
6451,2325,5,2161
6452,2319,5,2158
6453,2329,5,2155
6454,2339,5,2160
6455,2342,5,2171
6456,2357,5,2163
6457,2358,5,2153
6458,2341,5,2136
6459,2354,5,2134
6460,2347,5,2117
6461,2331,5,2116
6462,2333,5,2115
6463,2307,4,2103
6464,2310,5,2108
6465,2313,5,2101
6466,2316,5,2100
6467,2317,5,2105
6468,2323,5,2107
6469,2323,5,2108
6470,2319,5,2112
6471,2309,5,2103
6472,2322,5,2112
6473,2335,5,2111
6474,2344,5,2117
6475,2335,5,2099
6476,2340,5,2109
6477,2334,5,2109
6478,2347,5,2112
6479,2339,5,2104
6480,2327,5,2096
6481,2318,5,2114
6482,2311,5,2102
6483,2314,5,2104
6484,2332,5,2109
6485,2318,5,2100
6486,2303,5,2085
6487,2296,5,2071
6488,2301,5,2070
6489,2288,5,2060
6490,2285,5,2056
6491,2287,5,2054
6492,2278,5,2046
6493,2265,5,2041
6494,2273,5,2047
6495,2282,5,2049
6496,2288,5,2057
6497,2294,5,2073
6498,2295,5,2063
6499,2291,5,2056
6500,2286,5,2047
6501,2273,5,2025
6502,2280,5,2035
6503,2278,5,2017
6504,2265,5,1999
6505,2266,5,1988
6506,2277,5,1994
6507,2277,5,1990
6508,2275,7,1990
6509,2261,7,1964
6510,2241,7,1960
6511,2254,7,1967
6512,2261,7,1969
6513,2277,8,1980
6514,2260,8,1968
6515,2256,8,1963
6516,2266,8,1953
6517,2261,8,1945
6518,2249,8,1942
6519,2258,8,1940
6520,2255,8,1940
6521,2248,7,1936
6522,2245,7,1938
6523,2247,7,1942
6524,2230,6,1932
6525,2240,6,1936
6526,2244,6,1929
6527,2243,6,1926
6528,2229,6,1905
6529,2242,6,1895
6530,2240,6,1897
6531,2233,6,1891
6532,2230,6,1876
6533,2228,6,1878
6534,2227,6,1871
6535,2241,7,1863
6536,2228,7,1856
6537,2241,7,1866
6538,2247,7,1866
6539,2239,7,1847
6540,2244,7,1853
6541,2229,6,1844
6542,2213,6,1843
6543,2216,6,1827
6544,2217,6,1836
6545,2201,6,1819
6546,2202,6,1811
6547,2202,6,1804
6548,2197,6,1803
6549,2189,6,1799
6550,2186,6,1803
6551,2184,6,1802
6552,2187,6,1797
6553,2181,6,1788
6554,2163,6,1781
6555,2165,6,1777
6556,2149,6,1771
6557,2150,7,1757
6558,2149,7,1743
6559,2139,7,1730
6560,2135,7,1729
6561,2122,7,1715
6562,2120,7,1722
6563,2118,7,1715
6564,2129,7,1714
6565,2130,7,1709
6566,2124,7,1706
6567,2118,7,1690
6568,2120,7,1684
6569,2123,7,1680
6570,2115,7,1670
6571,2111,7,1660
6572,2110,7,1649
6573,2120,7,1649
6574,2106,7,1637
6575,2103,7,1632
6576,2103,7,1628
6577,2099,7,1611
6578,2094,7,1598
6579,2093,7,1595
6580,2092,7,1585
6581,2086,7,1570
6582,2090,7,1567
6583,2087,7,1560
6584,2099,7,1557
6585,2101,7,1550
6586,2089,7,1539
6587,2091,8,1529
6588,2096,8,1515
6589,2092,8,1508
6590,2098,8,1501
6591,2102,8,1498
6592,2087,7,1482
6593,2091,7,1475
6594,2097,7,1463
6595,2095,7,1457
6596,2099,7,1446
6597,2096,7,1445
6598,2079,7,1431
6599,2069,7,1418
6600,2069,7,1410
6601,2072,7,1401
6602,2067,7,1390
6603,2066,7,1394
6604,2062,7,1387
6605,2066,7,1374
6606,2056,7,1371
6607,2058,7,1366
6608,2053,7,1358
6609,2065,7,1349
6610,2048,7,1333
6611,2050,7,1323
6612,2049,7,1319
6613,2033,7,1313
6614,2032,7,1311
6615,2034,7,1312
6616,2036,7,1295
6617,2016,7,1273
6618,2023,7,1264
6619,2016,7,1254
6620,2013,7,1247
6621,2005,7,1243
6622,2003,7,1231
6623,2002,7,1224
6624,1996,7,1212
6625,2001,7,1215
6626,2002,7,1214
6627,1991,7,1202
6628,1995,7,1191
6629,1998,7,1186
6630,1986,7,1173
6631,1966,7,1154
6632,1974,7,1151
6633,1970,7,1140
6634,1971,7,1136
6635,1967,7,1125
6636,1965,7,1117
6637,1965,7,1104
6638,1971,7,1097
6639,1973,7,1085
6640,1969,7,1073
6641,1968,7,1075
6642,1972,7,1077
6643,1972,7,1070
6644,1969,7,1059
6645,1970,7,1047
6646,1966,7,1042
6647,1959,7,1030
6648,1972,7,1022
6649,1969,7,1013
6650,1965,7,1008
6651,1981,7,1007
6652,1971,7,998
6653,1958,7,987
6654,1953,7,974
6655,1962,7,969
6656,1951,7,961
6657,1948,6,954
6658,1942,6,947
6659,1931,4,933
6660,1940,4,931
6661,1939,4,921
6662,1927,4,908
6663,1927,4,901
6664,1925,4,885
6665,1908,4,871
6666,1908,4,860
6667,1912,4,860
6668,1905,4,864
6669,1906,4,869
6670,1910,4,865
6671,1916,4,863
6672,1917,4,855
6673,1914,4,850
6674,1910,4,843
6675,1899,4,832
6676,1896,4,828
6677,1901,4,822
6678,1895,4,823
6679,1901,4,823
6680,1914,4,825
6681,1920,4,826
6682,1919,4,831
6683,1904,4,826
6684,1891,3,812
6685,1906,3,811
6686,1902,3,805
6687,1904,3,807
6688,1898,3,804
6689,1879,3,796
6690,1897,3,804
6691,1893,3,807
6692,1898,3,803
6693,1901,3,807
6694,1899,3,810
6695,1899,3,805
6696,1909,3,807
6697,1923,3,812
6698,1917,3,796
6699,1913,3,803
6700,1916,3,800
6701,1920,3,810
6702,1933,3,807
6703,1940,3,810
6704,1938,3,813
6705,1939,3,800
6706,1942,3,802
6707,1939,2,806
6708,1936,2,804
6709,1934,2,799
6710,1919,2,787
6711,1923,2,792
6712,1918,2,790
6713,1929,2,791
6714,1929,2,791
6715,1924,2,790
6716,1932,3,801
6717,1926,3,800
6718,1931,3,808
6719,1933,3,814
6720,1928,3,810
6721,1942,3,823
6722,1943,3,821
6723,1941,3,820
6724,1958,3,838
6725,1958,3,840
6726,1959,3,839
6727,1948,3,837
6728,1946,3,838
6729,1946,3,839
6730,1936,3,838
6731,1943,3,842
6732,1937,3,846
6733,1936,3,852
6734,1931,3,861
6735,1936,3,864
6736,1936,2,866
6737,1938,2,866
6738,1939,2,874
6739,1935,2,871
6740,1944,2,877
6741,1954,2,901
6742,1957,1,904
6743,1959,1,915
6744,1962,1,916
6745,1961,1,905
6746,1969,1,918
6747,1959,1,922
6748,1963,1,925
6749,1961,1,938
6750,1955,1,937
6751,1953,1,935
6752,1952,1,941
6753,1955,1,949
6754,1962,1,967
6755,1970,1,968
